classes,cohesion,coupling,fitness
18,3.82302792005173,17.57591240109097,-13.75288448103924
12,2.89610696130304,10.27747339367846,-7.381366432375419
7,0.5344349523047588,0.9918557774246909,-0.4574208251199321
7,0.9241815836155458,0.9626525989733538,-0.03847101535780795
7,2.7957374254049445,1.5174309790805955,1.278306446324349
7,2.7957374254049445,1.5174309790805953,1.2783064463243492
9,2.929070758738278,1.469388156600433,1.4596826021378448
9,4.595737425404945,2.4748163814020594,2.1209210440028854
9,4.595737425404945,2.474816381402059,2.120921044002886
9,4.595737425404945,2.474816381402059,2.120921044002886
7,4.595737425404945,2.474816381402059,2.120921044002886
