classes,cohesion,coupling,fitness
1,0.18674679487179485,0.0,0.18674679487179485
1,0.18674679487179485,0.0,0.18674679487179485
1,0.18674679487179485,0.0,0.18674679487179485
7,3.8807977207977205,3.4604320987654322,0.4203656220322882
9,3.8807977207977205,3.460432098765432,0.42036562203228867
8,3.880797720797721,3.460432098765432,0.4203656220322891
6,2.6928953399541635,1.3143302775655719,1.3785650623885917
10,4.8807977207977205,3.2197340930674265,1.661063627730294
10,4.8807977207977205,3.2197340930674265,1.661063627730294
10,4.880797720797721,3.2197340930674265,1.6610636277302948
10,4.880797720797721,3.2197340930674265,1.6610636277302948
10,4.880797720797721,3.219734093067426,1.6610636277302953
10,4.880797720797721,3.219734093067426,1.6610636277302953
11,4.497464387464387,1.8364102564102565,2.6610541310541302
11,4.497464387464388,1.8364102564102562,2.661054131054131
10,4.497464387464388,1.8364102564102562,2.661054131054131
11,4.497464387464388,1.8364102564102562,2.661054131054131
11,4.497464387464388,1.8364102564102562,2.661054131054131
11,4.497464387464388,1.8364102564102562,2.661054131054131
11,4.497464387464388,1.8364102564102562,2.661054131054131
6,4.497464387464388,1.8364102564102562,2.661054131054131
