classes,cohesion,coupling,fitness
15,5.359072871572872,20.0521645021645,-14.69309163059163
9,3.537367724867725,5.786186696900982,-2.248818972033257
8,2.5072161172161174,4.617409442409442,-2.1101933251933245
5,1.1875843454790824,0.20850202429149797,0.9790823211875844
5,1.1875843454790824,0.20850202429149797,0.9790823211875844
5,1.1875843454790824,0.20850202429149797,0.9790823211875844
5,1.1875843454790824,0.20850202429149797,0.9790823211875844
5,1.1875843454790824,0.20850202429149797,0.9790823211875844
5,1.1875843454790824,0.20850202429149797,0.9790823211875844
5,1.1875843454790824,0.20850202429149797,0.9790823211875844
2,1.1875843454790824,0.20850202429149797,0.9790823211875844
