classes,cohesion,coupling,fitness
7,1.4789629629629628,2.510925925925926,-1.0319629629629632
7,1.4789629629629628,2.510925925925926,-1.0319629629629632
5,0.9391601731601732,1.1523701298701299,-0.21320995670995668
5,0.9391601731601732,1.1523701298701299,-0.21320995670995668
5,0.9391601731601732,1.1523701298701299,-0.21320995670995668
4,0.18674679487179485,0.0,0.18674679487179485
1,0.18674679487179485,0.0,0.18674679487179485
4,0.18674679487179485,0.0,0.18674679487179485
1,0.18674679487179485,0.0,0.18674679487179485
5,1.4354885057471265,1.1937100893997445,0.24177841634738195
5,1.4318509396095602,0.9109446268929028,0.5209063127166574
5,1.4318509396095602,0.9109446268929027,0.5209063127166575
5,1.4318509396095602,0.9109446268929027,0.5209063127166575
5,1.4318509396095602,0.9109446268929027,0.5209063127166575
5,1.4318509396095602,0.9109446268929027,0.5209063127166575
5,1.4318509396095602,0.9109446268929027,0.5209063127166575
5,1.1865116440015226,0.2591093117408907,0.927402332260632
4,1.1865116440015226,0.2591093117408907,0.927402332260632
5,1.1865116440015226,0.2591093117408907,0.927402332260632
5,1.1865116440015226,0.2591093117408907,0.927402332260632
2,1.1865116440015226,0.2591093117408907,0.927402332260632
