classes,cohesion,coupling,fitness
4,1.022348484848485,0.7657196969696969,0.25662878787878807
4,1.022348484848485,0.7657196969696969,0.25662878787878807
9,3.381196581196581,2.6245726495726496,0.7566239316239316
9,3.381196581196581,2.6245726495726496,0.7566239316239316
9,3.381196581196581,2.6245726495726496,0.7566239316239316
9,3.381196581196581,2.6245726495726496,0.7566239316239316
10,3.381196581196581,2.6245726495726496,0.7566239316239316
10,3.381196581196581,2.6245726495726496,0.7566239316239316
10,3.381196581196581,2.6245726495726496,0.7566239316239316
10,3.381196581196581,2.6245726495726496,0.7566239316239316
10,3.381196581196581,2.6245726495726496,0.7566239316239316
10,3.3797202797202797,2.2164335664335666,1.163286713286713
9,3.3797202797202797,2.216433566433566,1.1632867132867135
11,3.3797202797202797,2.216433566433566,1.1632867132867135
5,3.362012987012987,1.9283008658008658,1.433712121212121
5,3.362012987012987,1.9283008658008656,1.4337121212121213
5,3.362012987012987,1.9283008658008656,1.4337121212121213
5,3.362012987012987,1.9283008658008656,1.4337121212121213
6,2.385897435897436,0.8897435897435897,1.4961538461538462
6,2.385897435897436,0.8897435897435897,1.4961538461538462
3,2.385897435897436,0.8897435897435897,1.4961538461538462
