classes,cohesion,coupling,fitness
12,2.1696445682786534,8.409095227002181,-6.239450658723528
12,2.1696445682786534,8.409095227002181,-6.239450658723528
5,0.5165187236014726,1.0714630103923768,-0.5549442867909042
5,0.2079966161312585,0.1825187783518041,0.025477837779454393
6,0.09355617088607596,0.0,0.09355617088607596
6,0.09355617088607596,0.0,0.09355617088607596
2,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
2,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
1,0.09355617088607596,0.0,0.09355617088607596
